x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,user_data,point_source_id,scan_angle,gps_time,red,green,blue,nir,wavepacket_index,wavepacket_offset,wavepacket_size,return_point_wave_location,x_t,y_t,z_t,GridID,Confidence
96.385,200.828,47.363,9204,4,4,0,0,3,56,1019,-330,400030.0521000002,12053,15345,19105,0,0,0,0,0,0,0,0,0,0
95.484,200.807,47.558,8945,1,3,0,0,3,58,1019,-301,400030.05220000021,13272,14611,17238,0,0,0,0,0,0,0,0,0,0
95.992,201.160,47.386,9981,4,5,1,0,3,59,1017,-324,400030.05260000023,12211,15292,18946,0,0,0,0,0,0,0,0,0,0
96.932,201.526,47.413,8814,1,4,0,0,3,53,1019,-343,400030.05320000026,16083,14567,17279,0,0,0,0,0,0,0,0,0,0
97.735,200.713,47.271,17673,4,4,0,0,4,98,1035,2275,400030.05400000024,24938,29623,31245,0,0,0,0,0,0,0,0,0,0
98.270,200.297,47.338,17965,1,2,0,0,4,93,1036,2300,400030.05460000027,26001,27500,29984,0,0,0,0,0,0,0,0,0,0
98.526,200.966,47.424,17277,2,3,0,0,4,93,1036,2296,400030.05520000029,24679,29962,30508,0,0,0,0,0,0,0,0,0,0
98.924,200.293,47.406,17827,2,5,1,0,4,91,1036,2285,400030.05570000032,27008,29145,31236,0,0,0,0,0,0,0,0,0,0
97.965,199.957,47.277,17694,2,4,0,0,4,99,1034,2314,400030.05600000033,26308,29776,31966,0,0,0,0,0,0,0,0,0,0
98.398,200.406,47.186,121,3,4,1,0,2,19,1000,3007,400030.05630000035,161,5427,5081,0,0,0,0,0,0,0,0,0,0
98.863,199.742,47.112,303,1,5,0,0,2,11,1002,3024,400030.05660000036,3616,2352,6749,0,0,0,0,0,0,0,0,0,0
99.862,200.085,47.159,1732,1,2,0,0,2,15,1001,2999,400030.05720000039,362,4883,4937,0,0,0,0,0,0,0,0,0,0
99.911,200.429,47.004,16228,2,4,0,0,4,91,1035,2293,400030.0575000004,26740,26364,30398,0,0,0,0,0,0,0,0,0,0
100.596,201.282,46.898,16179,1,4,1,0,4,98,1036,2275,400030.05850000039,25587,27356,31046,0,0,0,0,0,0,0,0,0,0
100.816,200.640,46.887,17987,2,5,1,0,4,90,1036,2287,400030.05940000038,24344,29070,29246,0,0,0,0,0,0,0,0,0,0
100.603,201.101,47.046,17097,4,4,0,0,4,96,1036,2281,400030.05970000039,27860,26093,31462,0,0,0,0,0,0,0,0,0,0
100.434,201.454,47.223,17444,2,3,0,0,4,91,1034,2311,400030.06070000038,27092,28250,32080,0,0,0,0,0,0,0,0,0,0
100.058,201.621,47.352,24551,2,4,0,0,5,134,1053,2934,400030.0612000004,36853,38097,43724,0,0,0,0,0,0,0,0,0,0
100.536,201.330,47.153,25715,4,5,1,0,5,134,1053,2924,400030.06150000042,38100,40674,40537,0,0,0,0,0,0,0,0,0,0
101.105,201.655,47.322,24818,1,2,1,1,5,130,1052,2901,400030.06200000044,39662,40579,40206,0,0,0,0,0,0,0,0,0,0
101.168,201.612,47.422,24628,1,4,1,0,5,138,1051,2885,400030.06260000047,39120,39932,40592,0,0,0,0,0,0,0,0,0,0
101.177,201.377,47.602,24066,3,3,0,1,5,134,1052,2858,400030.06310000049,36013,40192,42603,0,0,0,0,0,0,0,0,0,0
101.570,201.329,47.728,24399,4,4,0,0,5,131,1052,2881,400030.06360000052,38007,40856,41195,0,0,0,0,0,0,0,0,0,0
100.721,201.847,47.550,24121,1,3,0,0,5,137,1052,2882,400030.06390000053,38362,41194,42829,0,0,0,0,0,0,0,0,0,0
101.506,202.577,47.668,25681,2,4,1,0,5,139,1053,2888,400030.06490000052,37786,39081,42766,0,0,0,0,0,0,0,0,0,0
102.027,203.512,47.649,16450,1,2,0,0,4,91,1035,2289,400030.06520000054,26859,27027,30579,0,0,0,0,0,0,0,0,0,0
101.419,204.316,47.528,16816,1,1,1,0,4,91,1034,2260,400030.06610000052,27119,26471,31006,0,0,0,0,0,0,0,0,0,0
101.217,204.654,47.670,17851,3,4,0,0,4,94,1035,2287,400030.0668000005,24412,28200,29123,0,0,0,0,0,0,0,0,0,0
100.605,204.785,47.717,16466,1,2,0,0,4,97,1034,2270,400030.06740000052,25591,27246,28580,0,0,0,0,0,0,0,0,0,0
101.453,204.204,47.780,17733,2,3,1,0,4,97,1035,2295,400030.06800000055,26416,27857,30538,0,0,0,0,0,0,0,0,0,0
100.835,204.453,47.926,17633,1,1,0,1,4,94,1034,2320,400030.06850000058,26633,26641,31828,0,0,0,0,0,0,0,0,0,0
100.356,204.991,48.038,16254,2,2,1,0,4,97,1035,2349,400030.06880000059,26688,26175,31683,0,0,0,0,0,0,0,0,0,0
101.036,204.387,48.033,1710,1,2,0,0,2,15,1002,3010,400030.0689000006,4038,2317,4973,0,0,0,0,0,0,0,0,0,0
100.962,204.756,47.973,329,2,3,0,0,2,13,1000,3020,400030.06990000058,4086,2550,4405,0,0,0,0,0,0,0,0,0,0
101.065,204.706,48.170,1700,1,1,1,0,2,12,1001,3046,400030.0703000006,3321,4544,5223,0,0,0,0,0,0,0,0,0,0
100.961,203.977,48.031,857,1,4,1,0,2,18,1001,3069,400030.07110000058,3795,5624,4291,0,0,0,0,0,0,0,0,0,0
101.297,203.921,48.186,1474,3,5,1,0,2,19,1000,3092,400030.07120000059,3889,2125,4868,0,0,0,0,0,0,0,0,0,0
100.849,203.531,48.237,9201,4,4,1,0,3,59,1017,-371,400030.0715000006,14152,14867,16479,0,0,0,0,0,0,0,0,0,0
100.040,203.215,48.143,8441,2,2,1,0,3,52,1019,-359,400030.07180000062,14252,15750,16616,0,0,0,0,0,0,0,0,0,0
100.611,202.757,48.337,9497,2,3,1,0,3,50,1017,-368,400030.07200000063,13730,16098,19337,0,0,0,0,0,0,0,0,0,0
101.598,203.663,48.440,9629,4,4,1,0,3,52,1019,-366,400030.07240000064,14702,16073,19011,0,0,0,0,0,0,0,0,0,0
101.364,202.746,48.549,8723,4,4,1,1,3,59,1017,-351,400030.07270000066,16077,17953,17337,0,0,0,0,0,0,0,0,0,0
100.370,203.718,48.413,9519,1,3,0,0,3,51,1018,-325,400030.07350000064,15651,14090,19136,0,0,0,0,0,0,0,0,0,0
100.357,202.915,48.380,9126,5,5,0,0,3,59,1017,-328,400030.07400000066,13080,18063,17228,0,0,0,0,0,0,0,0,0,0
100.860,202.847,48.260,8271,2,3,1,0,3,55,1017,1664,400030.07490000065,12556,17469,17503,0,0,0,0,0,0,0,0,0,0
100.093,202.688,48.192,16498,2,4,1,0,4,90,1034,2350,400030.07510000066,24228,27076,29715,0,0,0,0,0,0,0,0,0,0
100.665,202.923,48.030,17887,1,4,1,0,4,90,1036,2353,400030.07590000064,24090,26281,31969,0,0,0,0,0,0,0,0,0,0
100.825,203.830,48.016,16333,4,5,1,0,4,91,1035,2372,400030.07640000066,26403,29104,30708,0,0,0,0,0,0,0,0,0,0
100.351,203.597,47.960,17366,1,3,1,0,4,96,1036,2369,400030.07680000068,24605,29880,28397,0,0,0,0,0,0,0,0,0,0
99.825,203.729,47.957,16094,3,5,1,0,4,96,1036,2391,400030.07750000065,24581,29488,29811,0,0,0,0,0,0,0,0,0,0
100.510,203.457,47.849,17989,4,4,1,0,4,97,1036,2418,400030.07790000067,25148,27683,31193,0,0,0,0,0,0,0,0,0,0
100.278,204.275,47.687,17564,1,2,0,0,4,94,1035,2394,400030.07830000069,25812,27413,29112,0,0,0,0,0,0,0,0,0,0
100.584,204.384,47.647,25035,1,4,0,0,5,136,1053,2910,400030.07900000067,36964,38832,42878,0,0,0,0,0,0,0,0,0,0
100.565,204.854,47.654,24536,2,2,0,0,5,131,1053,2921,400030.07940000069,36383,41984,41799,0,0,0,0,0,0,0,0,0,0
101.134,204.001,47.625,25606,4,4,0,0,5,139,1052,2919,400030.08000000071,39007,40633,43179,0,0,0,0,0,0,0,0,0,0
100.220,204.705,47.783,25811,2,5,0,0,5,133,1053,923,400030.08070000069,38305,38900,41820,0,0,0,0,0,0,0,0,0,0
100.177,204.667,47.653,25287,1,2,1,0,5,132,1052,934,400030.08130000072,39612,39116,42577,0,0,0,0,0,0,0,0,0,0
100.594,205.634,47.772,24921,3,3,1,0,5,131,1052,946,400030.08160000073,39272,39786,41114,0,0,0,0,0,0,0,0,0,0
100.733,206.411,47.954,25334,1,1,0,0,5,134,1053,975,400030.08170000074,39533,39256,44042,0,0,0,0,0,0,0,0,0,0
100.689,206.982,47.993,24172,1,2,0,0,5,137,1051,1001,400030.08260000072,39349,40987,41604,0,0,0,0,0,0,0,0,0,0
101.358,207.178,48.050,24762,2,2,0,0,5,131,1051,983,400030.08310000075,37834,39577,40977,0,0,0,0,0,0,0,0,0,0
100.820,207.365,47.960,25144,2,2,1,0,5,135,1052,1005,400030.08330000076,38442,38181,41288,0,0,0,0,0,0,0,0,0,0
100.876,206.448,47.827,9038,1,1,1,0,3,53,1019,1660,400030.08370000077,14347,14409,18853,0,0,0,0,0,0,0,0,0,0
101.777,206.076,47.940,9799,3,4,0,0,3,55,1017,1668,400030.08390000078,13056,16201,17645,0,0,0,0,0,0,0,0,0,0
102.757,205.766,47.872,8934,2,5,1,0,3,55,1019,1665,400030.08470000076,13581,14313,17877,0,0,0,0,0,0,0,0,0,0
102.423,205.414,47.876,8523,1,1,1,0,3,55,1019,1665,400030.08560000075,13467,15787,17402,0,0,0,0,0,0,0,0,0,0
103.205,205.081,47.746,8084,1,1,1,0,3,54,1017,1682,400030.08580000076,14721,17135,18111,0,0,0,0,0,0,0,0,0,0
102.769,204.170,47.580,9176,3,5,1,0,3,57,1018,1694,400030.08630000078,12638,16438,16577,0,0,0,0,0,0,0,0,0,0
102.215,204.696,47.754,1732,1,2,0,0,2,15,1002,3079,400030.08640000079,485,3768,8084,0,0,0,0,0,0,0,0,0,0
103.064,205.086,47.754,1548,3,4,1,0,2,13,1002,3063,400030.08740000078,1086,4152,4651,0,0,0,0,0,0,0,0,0,0
103.737,204.951,47.735,1772,2,2,1,0,2,16,1002,3065,400030.08760000078,1186,3899,4986,0,0,0,0,0,0,0,0,0,0
103.509,204.844,47.747,191,1,1,1,0,2,19,1000,3067,400030.08860000077,3402,3460,5117,0,0,0,0,0,0,0,0,0,0
103.685,203.860,47.744,513,1,2,0,0,2,19,1002,3078,400030.08900000079,1184,5605,5885,0,0,0,0,0,0,0,0,0,0
104.241,202.939,47.772,737,2,4,0,0,2,18,1001,3098,400030.09000000078,258,3903,5397,0,0,0,0,0,0,0,0,0,0
103.967,202.377,47.715,241,2,3,1,0,2,15,1000,3087,400030.0903000008,1695,2741,6661,0,0,0,0,0,0,0,0,0,0
103.281,203.162,47.626,17082,1,2,0,0,4,91,1035,2405,400030.09080000082,24240,29012,31022,0,0,0,0,0,0,0,0,0,0
104.260,203.854,47.481,17959,5,5,1,0,4,97,1034,2429,400030.09140000085,24904,27061,28515,0,0,0,0,0,0,0,0,0,0
105.197,204.176,47.338,17057,2,5,1,0,4,98,1036,2406,400030.09190000087,24966,29704,31684,0,0,0,0,0,0,0,0,0,0
105.411,203.877,47.324,16288,2,2,1,0,4,96,1036,2394,400030.09290000086,25557,29482,31944,0,0,0,0,0,0,0,0,0,0
105.233,203.188,47.428,17192,3,3,0,0,4,94,1035,2399,400030.09320000088,27618,26599,31688,0,0,0,0,0,0,0,0,0,0
104.773,202.891,47.351,17629,2,4,1,0,4,94,1034,2422,400030.09420000087,26135,26435,30045,0,0,0,0,0,0,0,0,0,0
104.653,203.885,47.253,16578,2,3,1,0,4,97,1034,2401,400030.09470000089,25020,29854,28848,0,0,0,0,0,0,0,0,0,0
103.815,203.320,47.059,17028,1,1,1,0,4,91,1036,2411,400030.09560000087,28012,28311,31886,0,0,0,0,0,0,0,0,0,0
104.742,202.733,46.957,16855,1,2,1,0,4,91,1036,2397,400030.09630000085,25562,27288,31723,0,0,0,0,0,0,0,0,0,0
104.353,202.242,46.939,24705,1,5,1,0,5,130,1051,1019,400030.09670000087,37417,41926,42595,0,0,0,0,0,0,0,0,0,0
103.360,202.060,47.017,25180,1,1,1,0,5,130,1053,1007,400030.09710000089,38930,39546,41907,0,0,0,0,0,0,0,0,0,0
104.111,201.932,46.998,25956,2,2,0,0,5,135,1053,-1002,400030.0973000009,37550,40480,41576,0,0,0,0,0,0,0,0,0,0
104.343,202.932,46.853,24873,3,5,0,0,5,131,1053,-977,400030.09750000091,37119,41136,42341,0,0,0,0,0,0,0,0,0,0
103.576,203.503,46.769,25598,1,2,1,0,5,133,1051,-991,400030.09770000092,39536,39220,43362,0,0,0,0,0,0,0,0,0,0
104.092,204.406,46.643,24965,1,1,1,0,5,139,1053,-1010,400030.09790000092,36140,42012,41679,0,0,0,0,0,0,0,0,0,0
104.176,204.799,46.842,25606,2,2,0,0,5,139,1052,-1001,400030.0987000009,37283,42034,42132,0,0,0,0,0,0,0,0,0,0
104.594,205.644,46.680,24884,3,3,1,0,5,135,1052,-1013,400030.09940000088,38437,38387,43711,0,0,0,0,0,0,0,0,0,0
104.150,205.456,46.615,24225,1,2,1,0,5,136,1051,-1039,400030.09970000089,36314,40816,42467,0,0,0,0,0,0,0,0,0,0
104.134,205.173,46.615,1973,1,1,0,0,2,14,1002,3067,400030.10030000092,2912,2073,6600,0,0,0,0,0,0,0,0,0,0
104.015,204.405,46.774,1054,1,4,0,0,2,10,1000,3057,400030.10070000094,993,4126,4618,0,0,0,0,0,0,0,0,0,0
104.985,204.635,46.708,1678,3,5,0,0,2,11,1002,3046,400030.10130000097,2844,2244,6220,0,0,0,0,0,0,0,0,0,0
104.189,204.401,46.886,1389,1,3,0,0,2,12,1001,3038,400030.10230000096,2262,2676,4439,0,0,0,0,0,0,0,0,0,0
104.248,204.187,46.883,24992,3,3,1,0,5,139,1051,-1033,400030.10270000098,36785,39546,41027,0,0,0,0,0,0,0,0,0,0
104.387,204.785,47.030,24182,1,4,0,0,5,137,1052,-1055,400030.10350000096,36033,41572,40893,0,0,0,0,0,0,0,0,0,0
105.011,204.434,47.070,25408,1,2,1,0,5,134,1053,-1085,400030.10360000096,39425,39461,43114,0,0,0,0,0,0,0,0,0,0
