x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,user_data,point_source_id,scan_angle,gps_time,red,green,blue,nir,wavepacket_index,wavepacket_offset,wavepacket_size,return_point_wave_location,x_t,y_t,z_t,GridID,Confidence
97.152,199.344,47.321,25113,1,1,0,0,5,130,1053,2931,400030.03830000019,39325,38123,41517,27555,0,0,0,0,0,0,0,100230,0.0250000004
96.466,198.764,47.459,25807,2,3,1,0,5,131,1051,2913,400030.03910000017,38622,42105,40697,29806,0,0,0,0,0,0,0,100231,0.541999996
96.615,199.011,47.627,25321,1,5,1,0,5,132,1053,2926,400030.0397000002,36025,40614,40878,28325,0,0,0,0,0,0,0,100234,0.381999999
96.622,198.644,47.770,24262,1,2,0,0,5,138,1053,2905,400030.04070000019,37892,39968,43869,29141,0,0,0,0,0,0,0,100237,0.675000012
96.348,198.082,47.665,16732,1,3,0,0,4,95,1036,2289,400030.04130000022,24526,26071,31708,19887,0,0,0,0,0,0,0,100240,0.508000016
96.541,198.423,47.487,17722,3,3,1,0,4,96,1035,2319,400030.04160000023,24622,28271,31968,21622,0,0,0,0,0,0,0,100245,0.526000023
96.823,198.262,47.641,17328,4,5,1,0,4,97,1036,2318,400030.04200000025,27390,26519,29068,19272,0,0,0,0,0,0,0,100246,0.140000001
96.706,199.040,47.700,17294,1,2,1,0,4,91,1035,2294,400030.04290000023,27565,27584,30095,19989,0,0,0,0,0,0,0,100251,0.0710000023
97.149,199.347,47.790,17530,1,1,0,0,4,97,1034,2315,400030.04370000021,25468,26462,28740,20211,0,0,0,0,0,0,0,100252,0.00400000019
96.376,199.113,47.886,17282,1,1,0,0,4,92,1034,2294,400030.04450000019,25597,27149,30805,20459,0,0,0,0,0,0,0,100255,0.270000011
96.918,198.862,47.881,17532,5,5,0,0,4,90,1036,2277,400030.04520000017,27963,29015,28922,19033,0,0,0,0,0,0,0,100258,0.31099999
96.743,197.949,47.733,636,3,5,1,0,2,17,1002,1072,400030.04590000014,418,5276,7184,2083,0,0,0,0,0,0,0,100263,0.158000007
97.421,198.727,47.851,1003,2,5,1,0,2,10,1002,1066,400030.04680000013,829,3312,7123,1042,0,0,0,0,0,0,0,100265,0.981000006
96.593,198.790,47.784,687,2,3,0,0,2,12,1000,1056,400030.04760000011,1731,2661,4375,1859,0,0,0,0,0,0,0,100268,0.963
95.866,199.171,47.941,1321,2,2,1,0,2,14,1002,1033,400030.04840000009,2654,3539,6765,3829,0,0,0,0,0,0,0,100270,0.846000016
96.670,199.722,47.811,345,1,1,1,0,2,13,1002,1018,400030.04890000011,3336,2989,6805,1819,0,0,0,0,0,0,0,100274,0.0359999985
95.886,199.982,47.745,976,3,3,0,0,2,10,1001,1038,400030.04950000014,3484,5482,4180,710,0,0,0,0,0,0,0,100277,0.344999999
95.369,200.611,47.553,1476,1,1,1,0,2,19,1002,3008,400030.05030000012,1704,2789,6134,2429,0,0,0,0,0,0,0,100280,0.975000024
96.007,201.606,47.421,1313,4,4,0,0,2,12,1000,2986,400030.05090000015,3450,5122,6093,3032,0,0,0,0,0,0,0,100282,0.985000014
95.719,201.094,47.594,340,2,3,0,1,2,18,1000,3002,400030.05150000018,703,3859,7385,1230,0,0,0,0,0,0,0,100287,0.658999979
95.921,201.539,47.409,835,2,2,0,0,2,13,1000,3000,400030.0519000002,3650,6057,4389,1339,0,0,0,0,0,0,0,100288,0.107000001
96.385,200.828,47.363,9204,4,4,0,0,3,56,1019,-330,400030.0521000002,12053,15345,19105,11498,0,0,0,0,0,0,0,100292,0.935000002
95.484,200.807,47.558,8945,1,3,0,0,3,58,1019,-301,400030.05220000021,13272,14611,17238,10754,0,0,0,0,0,0,0,100295,0.101999998
95.992,201.160,47.386,9981,4,5,1,0,3,59,1017,-324,400030.05260000023,12211,15292,18946,10474,0,0,0,0,0,0,0,100297,0.39199999
96.932,201.526,47.413,8814,1,4,0,0,3,53,1019,-343,400030.05320000026,16083,14567,17279,9816,0,0,0,0,0,0,0,100300,0.180999994
97.735,200.713,47.271,17673,4,4,0,0,4,98,1035,2275,400030.05400000024,24938,29623,31245,20509,0,0,0,0,0,0,0,100303,0.938000023
98.270,200.297,47.338,17965,1,2,0,0,4,93,1036,2300,400030.05460000027,26001,27500,29984,21509,0,0,0,0,0,0,0,100306,0.349999994
98.526,200.966,47.424,17277,2,3,0,0,4,93,1036,2296,400030.05520000029,24679,29962,30508,20293,0,0,0,0,0,0,0,100309,0.648999989
98.924,200.293,47.406,17827,2,5,1,0,4,91,1036,2285,400030.05570000032,27008,29145,31236,20460,0,0,0,0,0,0,0,100312,0.711000025
97.965,199.957,47.277,17694,2,4,0,0,4,99,1034,2314,400030.05600000033,26308,29776,31966,19077,0,0,0,0,0,0,0,100316,0.768999994
98.398,200.406,47.186,121,3,4,1,0,2,19,1000,3007,400030.05630000035,161,5427,5081,1185,0,0,0,0,0,0,0,100319,0.128999993
98.863,199.742,47.112,303,1,5,0,0,2,11,1002,3024,400030.05660000036,3616,2352,6749,3693,0,0,0,0,0,0,0,100321,0.949000001
99.862,200.085,47.159,1732,1,2,0,0,2,15,1001,2999,400030.05720000039,362,4883,4937,2254,0,0,0,0,0,0,0,100326,0.861999989
99.911,200.429,47.004,16228,2,4,0,0,4,91,1035,2293,400030.0575000004,26740,26364,30398,20441,0,0,0,0,0,0,0,100328,0.342999995
100.596,201.282,46.898,16179,1,4,1,0,4,98,1036,2275,400030.05850000039,25587,27356,31046,20721,0,0,0,0,0,0,0,100331,0.595000029
100.816,200.640,46.887,17987,2,5,1,0,4,90,1036,2287,400030.05940000038,24344,29070,29246,20690,0,0,0,0,0,0,0,100335,0.912999988
100.603,201.101,47.046,17097,4,4,0,0,4,96,1036,2281,400030.05970000039,27860,26093,31462,21338,0,0,0,0,0,0,0,100337,0.152999997
100.434,201.454,47.223,17444,2,3,0,0,4,91,1034,2311,400030.06070000038,27092,28250,32080,19331,0,0,0,0,0,0,0,100340,0.328999996
100.058,201.621,47.352,24551,2,4,0,0,5,134,1053,2934,400030.0612000004,36853,38097,43724,27463,0,0,0,0,0,0,0,100343,0.476000011
100.536,201.330,47.153,25715,4,5,1,0,5,134,1053,2924,400030.06150000042,38100,40674,40537,27718,0,0,0,0,0,0,0,100347,0.356000006
101.105,201.655,47.322,24818,1,2,1,1,5,130,1052,2901,400030.06200000044,39662,40579,40206,28210,0,0,0,0,0,0,0,100348,0.991999984
101.168,201.612,47.422,24628,1,4,1,0,5,138,1051,2885,400030.06260000047,39120,39932,40592,29208,0,0,0,0,0,0,0,100352,0.294999987
101.177,201.377,47.602,24066,3,3,0,1,5,134,1052,2858,400030.06310000049,36013,40192,42603,29358,0,0,0,0,0,0,0,100355,0.883000016
101.570,201.329,47.728,24399,4,4,0,0,5,131,1052,2881,400030.06360000052,38007,40856,41195,29107,0,0,0,0,0,0,0,100358,0.224999994
100.721,201.847,47.550,24121,1,3,0,0,5,137,1052,2882,400030.06390000053,38362,41194,42829,27232,0,0,0,0,0,0,0,100360,0.222000003
101.506,202.577,47.668,25681,2,4,1,0,5,139,1053,2888,400030.06490000052,37786,39081,42766,27600,0,0,0,0,0,0,0,100365,0.578999996
102.027,203.512,47.649,16450,1,2,0,0,4,91,1035,2289,400030.06520000054,26859,27027,30579,20423,0,0,0,0,0,0,0,100367,0.748000026
101.419,204.316,47.528,16816,1,1,1,0,4,91,1034,2260,400030.06610000052,27119,26471,31006,21737,0,0,0,0,0,0,0,100371,0.611000001
101.217,204.654,47.670,17851,3,4,0,0,4,94,1035,2287,400030.0668000005,24412,28200,29123,18044,0,0,0,0,0,0,0,100374,0.108000003
100.605,204.785,47.717,16466,1,2,0,0,4,97,1034,2270,400030.06740000052,25591,27246,28580,20377,0,0,0,0,0,0,0,100375,0.453999996
101.453,204.204,47.780,17733,2,3,1,0,4,97,1035,2295,400030.06800000055,26416,27857,30538,19887,0,0,0,0,0,0,0,100380,0.0790000036
100.835,204.453,47.926,17633,1,1,0,1,4,94,1034,2320,400030.06850000058,26633,26641,31828,18461,0,0,0,0,0,0,0,100382,0.735000014
100.356,204.991,48.038,16254,2,2,1,0,4,97,1035,2349,400030.06880000059,26688,26175,31683,21447,0,0,0,0,0,0,0,100385,0.521000028
101.036,204.387,48.033,1710,1,2,0,0,2,15,1002,3010,400030.0689000006,4038,2317,4973,1054,0,0,0,0,0,0,0,100389,0.931999981
100.962,204.756,47.973,329,2,3,0,0,2,13,1000,3020,400030.06990000058,4086,2550,4405,1553,0,0,0,0,0,0,0,100392,0.564999998
101.065,204.706,48.170,1700,1,1,1,0,2,12,1001,3046,400030.0703000006,3321,4544,5223,2955,0,0,0,0,0,0,0,100395,0.460999995
100.961,203.977,48.031,857,1,4,1,0,2,18,1001,3069,400030.07110000058,3795,5624,4291,3072,0,0,0,0,0,0,0,100398,0.00700000022
101.297,203.921,48.186,1474,3,5,1,0,2,19,1000,3092,400030.07120000059,3889,2125,4868,659,0,0,0,0,0,0,0,100401,0.593999982
100.849,203.531,48.237,9201,4,4,1,0,3,59,1017,-371,400030.0715000006,14152,14867,16479,12061,0,0,0,0,0,0,0,100403,0.361999989
100.040,203.215,48.143,8441,2,2,1,0,3,52,1019,-359,400030.07180000062,14252,15750,16616,11019,0,0,0,0,0,0,0,100407,0.0799999982
100.611,202.757,48.337,9497,2,3,1,0,3,50,1017,-368,400030.07200000063,13730,16098,19337,12021,0,0,0,0,0,0,0,100408,0.861000001
101.598,203.663,48.440,9629,4,4,1,0,3,52,1019,-366,400030.07240000064,14702,16073,19011,10363,0,0,0,0,0,0,0,100413,0.600000024
101.364,202.746,48.549,8723,4,4,1,1,3,59,1017,-351,400030.07270000066,16077,17953,17337,12989,0,0,0,0,0,0,0,100414,0.684000015
100.370,203.718,48.413,9519,1,3,0,0,3,51,1018,-325,400030.07350000064,15651,14090,19136,11670,0,0,0,0,0,0,0,100419,0.921999991
100.357,202.915,48.380,9126,5,5,0,0,3,59,1017,-328,400030.07400000066,13080,18063,17228,9631,0,0,0,0,0,0,0,100422,0.691999972
100.860,202.847,48.260,8271,2,3,1,0,3,55,1017,1664,400030.07490000065,12556,17469,17503,12808,0,0,0,0,0,0,0,100424,0.694999993
100.093,202.688,48.192,16498,2,4,1,0,4,90,1034,2350,400030.07510000066,24228,27076,29715,19273,0,0,0,0,0,0,0,100426,0.518999994
100.665,202.923,48.030,17887,1,4,1,0,4,90,1036,2353,400030.07590000064,24090,26281,31969,21527,0,0,0,0,0,0,0,100429,0.384000003
100.825,203.830,48.016,16333,4,5,1,0,4,91,1035,2372,400030.07640000066,26403,29104,30708,19638,0,0,0,0,0,0,0,100434,0.0860000029
100.351,203.597,47.960,17366,1,3,1,0,4,96,1036,2369,400030.07680000068,24605,29880,28397,19358,0,0,0,0,0,0,0,100436,0.601000011
99.825,203.729,47.957,16094,3,5,1,0,4,96,1036,2391,400030.07750000065,24581,29488,29811,20478,0,0,0,0,0,0,0,100440,0.426999986
100.510,203.457,47.849,17989,4,4,1,0,4,97,1036,2418,400030.07790000067,25148,27683,31193,20385,0,0,0,0,0,0,0,100443,0.943000019
100.278,204.275,47.687,17564,1,2,0,0,4,94,1035,2394,400030.07830000069,25812,27413,29112,21294,0,0,0,0,0,0,0,100446,0.777999997
100.584,204.384,47.647,25035,1,4,0,0,5,136,1053,2910,400030.07900000067,36964,38832,42878,27763,0,0,0,0,0,0,0,100447,0.143000007
100.565,204.854,47.654,24536,2,2,0,0,5,131,1053,2921,400030.07940000069,36383,41984,41799,31089,0,0,0,0,0,0,0,100452,0.977999985
101.134,204.001,47.625,25606,4,4,0,0,5,139,1052,2919,400030.08000000071,39007,40633,43179,27161,0,0,0,0,0,0,0,100454,0.917999983
100.220,204.705,47.783,25811,2,5,0,0,5,133,1053,923,400030.08070000069,38305,38900,41820,27872,0,0,0,0,0,0,0,100458,0.0410000011
100.177,204.667,47.653,25287,1,2,1,0,5,132,1052,934,400030.08130000072,39612,39116,42577,30060,0,0,0,0,0,0,0,100461,0.735000014
100.594,205.634,47.772,24921,3,3,1,0,5,131,1052,946,400030.08160000073,39272,39786,41114,30652,0,0,0,0,0,0,0,100464,0.469000012
100.733,206.411,47.954,25334,1,1,0,0,5,134,1053,975,400030.08170000074,39533,39256,44042,29705,0,0,0,0,0,0,0,100465,0.514999986
100.689,206.982,47.993,24172,1,2,0,0,5,137,1051,1001,400030.08260000072,39349,40987,41604,30406,0,0,0,0,0,0,0,100469,0.728999972
101.358,207.178,48.050,24762,2,2,0,0,5,131,1051,983,400030.08310000075,37834,39577,40977,29432,0,0,0,0,0,0,0,100471,0.430999994
100.820,207.365,47.960,25144,2,2,1,0,5,135,1052,1005,400030.08330000076,38442,38181,41288,27207,0,0,0,0,0,0,0,100476,0.0370000005
100.876,206.448,47.827,9038,1,1,1,0,3,53,1019,1660,400030.08370000077,14347,14409,18853,9725,0,0,0,0,0,0,0,100477,0.201000005
101.777,206.076,47.940,9799,3,4,0,0,3,55,1017,1668,400030.08390000078,13056,16201,17645,10818,0,0,0,0,0,0,0,100480,0.0120000001
102.757,205.766,47.872,8934,2,5,1,0,3,55,1019,1665,400030.08470000076,13581,14313,17877,12898,0,0,0,0,0,0,0,100484,0.651000023
102.423,205.414,47.876,8523,1,1,1,0,3,55,1019,1665,400030.08560000075,13467,15787,17402,12848,0,0,0,0,0,0,0,100487,0.722000003
103.205,205.081,47.746,8084,1,1,1,0,3,54,1017,1682,400030.08580000076,14721,17135,18111,9995,0,0,0,0,0,0,0,100490,0.0320000015
102.769,204.170,47.580,9176,3,5,1,0,3,57,1018,1694,400030.08630000078,12638,16438,16577,9339,0,0,0,0,0,0,0,100494,0.0710000023
102.215,204.696,47.754,1732,1,2,0,0,2,15,1002,3079,400030.08640000079,485,3768,8084,1752,0,0,0,0,0,0,0,100497,0.331999987
103.064,205.086,47.754,1548,3,4,1,0,2,13,1002,3063,400030.08740000078,1086,4152,4651,2720,0,0,0,0,0,0,0,100499,0.716000021
103.737,204.951,47.735,1772,2,2,1,0,2,16,1002,3065,400030.08760000078,1186,3899,4986,1792,0,0,0,0,0,0,0,100503,0.984000027
103.509,204.844,47.747,191,1,1,1,0,2,19,1000,3067,400030.08860000077,3402,3460,5117,4046,0,0,0,0,0,0,0,100506,0.524999976
103.685,203.860,47.744,513,1,2,0,0,2,19,1002,3078,400030.08900000079,1184,5605,5885,3745,0,0,0,0,0,0,0,100507,0.884000003
104.241,202.939,47.772,737,2,4,0,0,2,18,1001,3098,400030.09000000078,258,3903,5397,923,0,0,0,0,0,0,0,100512,0.5
103.967,202.377,47.715,241,2,3,1,0,2,15,1000,3087,400030.0903000008,1695,2741,6661,629,0,0,0,0,0,0,0,100513,0.118000001
103.281,203.162,47.626,17082,1,2,0,0,4,91,1035,2405,400030.09080000082,24240,29012,31022,19967,0,0,0,0,0,0,0,100516,0.693000019
104.260,203.854,47.481,17959,5,5,1,0,4,97,1034,2429,400030.09140000085,24904,27061,28515,20735,0,0,0,0,0,0,0,100520,0.667999983
105.197,204.176,47.338,17057,2,5,1,0,4,98,1036,2406,400030.09190000087,24966,29704,31684,21993,0,0,0,0,0,0,0,100523,0.337000012
105.411,203.877,47.324,16288,2,2,1,0,4,96,1036,2394,400030.09290000086,25557,29482,31944,20915,0,0,0,0,0,0,0,100527,0.123000003
105.233,203.188,47.428,17192,3,3,0,0,4,94,1035,2399,400030.09320000088,27618,26599,31688,21300,0,0,0,0,0,0,0,100530,0.56400001
104.773,202.891,47.351,17629,2,4,1,0,4,94,1034,2422,400030.09420000087,26135,26435,30045,21801,0,0,0,0,0,0,0,100533,0.256999999
104.653,203.885,47.253,16578,2,3,1,0,4,97,1034,2401,400030.09470000089,25020,29854,28848,21593,0,0,0,0,0,0,0,100535,0.39199999
103.815,203.320,47.059,17028,1,1,1,0,4,91,1036,2411,400030.09560000087,28012,28311,31886,19202,0,0,0,0,0,0,0,100537,0.112000003
104.742,202.733,46.957,16855,1,2,1,0,4,91,1036,2397,400030.09630000085,25562,27288,31723,19554,0,0,0,0,0,0,0,100542,0.437000006
104.353,202.242,46.939,24705,1,5,1,0,5,130,1051,1019,400030.09670000087,37417,41926,42595,29246,0,0,0,0,0,0,0,100545,0.661000013
