x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,user_data,point_source_id,scan_angle,gps_time,red,green,blue,nir,wavepacket_index,wavepacket_offset,wavepacket_size,return_point_wave_location,x_t,y_t,z_t,GridID,Confidence
4098.823,2758.455,88.59,2775,3,3,0,0,16,238,32,25,400000.0366672778,26223,58974,62529,8156,0,1408,32,9.627946,0.4187928,0.5504934,-0.17608167,440369,0.3624509
4098.943,2758.5750000000003,88.66,40867,2,2,0,0,3,140,49,85,400000.0383339722,28528,357,40416,11202,0,1472,32,8.673872,-0.79855597,0.15979345,-0.45421937,811551,0.6675116
4098.999,2758.65,88.84,7290,3,3,0,1,13,136,21,-74,400000.0400006667,12429,55335,31340,24266,0,1536,32,1.5466185,-0.048815098,0.13214172,-0.8507957,313483,0.3635587
4099.073,2758.817,89.033,25958,2,2,0,0,22,92,34,-89,400000.0416673611,14568,46017,22916,739,0,1600,32,8.266859,-0.5800392,0.07909932,0.7711807,762562,0.0030253686
4099.225,2758.872,89.09,44463,1,2,1,0,29,118,60,47,400000.0433340556,6458,12959,55956,44843,0,1664,32,8.671812,0.97231406,-0.3417459,-0.5756271,383160,0.45057592
4099.387,2759.0280000000002,89.285,28638,3,3,1,1,18,6,52,-87,400000.04500075,2258,35017,27430,54410,0,1728,32,1.0318388,0.3220354,0.5723462,-0.16342954,994718,0.6562591
4099.582,2759.138,89.446,63976,3,3,0,0,0,219,72,-31,400000.04666744446,42105,34886,53213,22046,0,1792,32,0.9125152,-0.08232406,-0.05624893,0.4867073,707401,0.8955719
4099.6810000000005,2759.228,89.635,61204,1,3,1,0,0,88,16,-82,400000.0483341389,29600,24344,47193,25202,0,1856,32,3.9094,0.55817944,0.19577615,-0.3740921,764099,0.03899435
4099.786,2759.422,89.688,60030,2,1,1,0,15,52,64,57,400000.05000083335,50064,58716,24343,16516,0,1920,32,2.3743181,-0.55938387,-0.070991665,-0.8594157,749955,0.94830143
4099.907,2759.516,89.88,16847,3,2,0,0,22,117,99,2,400000.0516675278,54813,54213,37816,44622,0,1984,32,1.3310214,0.9969217,0.043587074,0.9581281,944655,0.58621997
4099.985,2759.597,89.95700000000001,50609,1,2,1,0,14,37,63,22,400000.05333422223,17400,48597,8878,25400,0,2048,32,8.572154,-0.5030116,0.34249836,0.52057564,178240,0.9160319
4100.055,2759.712,90.019,20792,2,2,1,0,17,254,60,-12,400000.0550009167,15491,47764,8942,55202,0,2112,32,9.126554,0.22920634,-0.5640653,-0.43370563,703628,0.9412599
4100.176,2759.8070000000002,90.19800000000001,32278,2,3,1,0,27,149,21,-43,400000.0566676111,42263,28446,32701,58019,0,2176,32,5.495364,-0.8486575,0.08892071,-0.115791656,181489,0.63813496
4100.26,2759.966,90.367,3910,2,2,0,0,2,137,90,-33,400000.0583343056,52282,20135,26522,32358,0,2240,32,2.8567932,0.15752548,0.97539246,-0.3152211,106613,0.70188373
4100.41,2760.021,90.48400000000001,22770,3,1,1,0,5,186,58,-33,400000.060001,3762,61847,36392,19407,0,2304,32,3.6738024,0.5084718,0.40553734,0.06530319,422375,0.8328382
4100.526,2760.175,90.661,7636,1,3,0,0,0,220,19,66,400000.0616676945,21815,37803,59518,40247,0,2368,32,0.10342785,0.06864895,-0.10607204,0.78517467,469341,0.2884191
4100.701,2760.288,90.84400000000001,32936,3,3,0,1,10,111,83,82,400000.0633343889,27090,15243,47375,43583,0,2432,32,0.7473921,7.0749375e-05,0.1503104,0.35618097,249929,0.3002159
4100.856,2760.456,90.895,14118,2,1,0,1,29,176,62,19,400000.06500108336,35768,10995,15241,6529,0,2496,32,6.629643,0.7340309,0.07580619,0.07346494,323627,0.1070341
4100.953,2760.556,90.955,46654,1,1,0,1,31,51,92,-32,400000.0666677778,40717,53511,43617,47492,0,2560,32,0.65470237,-0.698105,0.8306271,-0.65447897,561329,0.11538715
4101.128,2760.609,91.092,8799,1,1,1,0,3,10,61,79,400000.06833447225,55849,45268,31285,11145,0,2624,32,6.7249374,-0.66448134,0.68996173,0.9540822,789263,0.99517095
4101.298,2760.773,91.149,18477,2,1,1,0,15,31,87,86,400000.07000116666,30487,20496,14079,26645,0,2688,32,2.4671304,-0.5971282,0.2791407,-0.22908545,721388,0.9510619
4101.407,2760.843,91.295,5659,2,3,1,0,23,1,30,-24,400000.07166786114,23492,59635,3905,61466,0,2752,32,0.7664495,0.68096197,-0.6534976,0.22108485,290055,0.72612566
4101.5,2760.965,91.396,18276,1,3,0,0,17,129,76,-76,400000.07333455555,6788,6455,18042,2293,0,2816,32,4.472259,-0.94731534,-0.48896053,-0.6994117,624002,0.54639417
4101.652,2761.14,91.522,31767,2,3,0,0,1,91,79,-34,400000.07500125,54505,14283,26127,60623,0,2880,32,0.5171007,0.40898117,-0.67133135,-0.08313975,238617,0.6031725
4101.723,2761.328,91.709,48062,2,1,0,0,15,93,18,28,400000.0766679445,21932,4965,29189,56333,0,2944,32,5.5428295,-0.23078413,0.7097393,-0.9804162,962736,0.73519456
4101.803,2761.415,91.871,62636,1,3,0,1,4,77,1,3,400000.0783346389,2898,8258,4266,1339,0,3008,32,1.6349024,0.111833885,0.055157892,-0.8659624,795043,0.08869848
4101.854,2761.591,91.97500000000001,52426,1,1,0,0,20,203,87,-64,400000.0800013334,12815,6225,40287,18648,0,3072,32,1.1197011,-0.92990464,0.03165763,-0.27891466,215145,0.8700742
4102.022,2761.757,92.16,58405,2,3,1,1,27,219,19,1,400000.0816680278,28270,26284,7826,39462,0,3136,32,1.3178475,0.6949624,-0.53409696,-0.044016644,992315,0.1754955
4102.1720000000005,2761.946,92.282,29727,1,1,1,0,3,37,66,-56,400000.08333472227,46848,15121,2157,35603,0,3200,32,5.988668,0.5125767,-0.28353938,0.10941219,191517,0.7832141
4102.328,2762.118,92.39,48061,2,3,1,1,14,176,67,69,400000.0850014167,39698,23702,11987,36982,0,3264,32,6.863153,0.029512016,0.2627456,0.14874648,660043,0.2538652
4102.495,2762.1820000000002,92.581,27629,1,2,1,0,18,83,9,-39,400000.08666811115,39226,31112,61601,45387,0,3328,32,9.773299,0.6368176,-0.31097776,0.9930476,970127,0.3252988
4102.6140000000005,2762.373,92.634,20289,2,3,1,1,21,251,55,-46,400000.08833480556,16974,30772,55317,8312,0,3392,32,5.5921474,-0.49938503,0.14631782,0.71421415,910448,0.65085685
4102.749,2762.427,92.766,51959,1,2,0,0,17,116,77,89,400000.09000150004,25494,33892,61867,7205,0,3456,32,0.3424052,0.84092784,-0.20871562,-0.7526212,683022,0.885308
4102.82,2762.5280000000002,92.95700000000001,34052,2,3,1,0,3,164,51,-39,400000.09166819445,47215,27878,56646,36875,0,3520,32,6.654038,-0.3105545,-0.9293476,0.046625964,278778,0.59297675
4102.887,2762.637,93.147,2133,3,3,1,1,7,41,81,-90,400000.0933348889,42298,55435,62671,4870,0,3584,32,6.97965,0.8955271,0.35025796,0.23131996,206908,0.062741324
4103.037,2762.76,93.22,23145,2,3,1,0,10,87,33,34,400000.09500158334,64182,32060,33036,3314,0,3648,32,8.194998,-0.3457876,0.44525415,-0.19296473,874587,0.17184927
4103.158,2762.8450000000003,93.393,11288,3,3,1,0,12,16,90,16,400000.0966682778,62823,23435,39453,37116,0,3712,32,0.6442927,0.037994813,0.3789267,0.61832756,691990,0.85603523
4103.293,2762.913,93.499,37797,2,1,1,1,23,31,9,-24,400000.0983349722,63583,24186,13234,57248,0,3776,32,8.287673,-0.80739397,-0.9987164,-0.78828555,125777,0.79143244
4103.4580000000005,2763.089,93.665,18963,3,1,1,1,14,203,31,-13,400000.1000016667,14789,41372,43743,12620,0,3840,32,6.34466,0.3674157,-0.5159914,-0.6139685,395505,0.71849626
4103.603,2763.235,93.715,25676,3,3,0,0,1,83,2,-17,400000.10166836117,22494,49983,28626,64902,0,3904,32,8.649667,0.78643554,0.8885083,-0.91802526,615892,0.056345366
4103.736,2763.357,93.769,51007,2,2,1,0,3,250,65,12,400000.1033350556,38045,62505,39814,7213,0,3968,32,0.3952337,0.63258153,-0.7055204,0.008417585,285509,0.049714144
4103.87,2763.523,93.85000000000001,21357,1,2,0,0,11,48,62,0,400000.10500175005,9471,25214,17781,10456,0,4032,32,6.474599,-0.40912825,0.18146615,-0.6746883,560145,0.73403925
4103.965,2763.71,93.98700000000001,1395,1,3,1,1,19,243,67,-87,400000.10666844447,1797,28783,48923,21972,0,4096,32,2.438714,0.25953725,-0.79261714,-0.14858568,959604,0.03790591
4104.02,2763.794,94.178,64052,2,3,1,1,7,54,72,-81,400000.10833513894,28396,6120,12493,55245,0,4160,32,2.3589952,0.48455894,-0.55702764,-0.55429095,340391,0.47260565
4104.135,2763.8920000000003,94.35000000000001,5477,3,2,1,1,0,8,89,1,400000.11000183335,53320,28708,36366,39719,0,4224,32,8.719071,0.4947706,0.1464031,-0.61525816,685710,0.60919356
4104.218,2764.082,94.427,60382,1,2,1,0,30,56,74,53,400000.1116685278,46285,64096,57161,40965,0,4288,32,8.968787,0.9588229,0.14553519,-0.65929765,350957,0.6568933
4104.329,2764.214,94.504,13295,2,1,1,1,18,237,85,-79,400000.11333522224,32175,56802,23951,23343,0,4352,32,2.6743095,-0.7721613,0.06600121,-0.724582,110559,0.8401368
4104.5070000000005,2764.306,94.687,25896,3,1,0,0,14,222,53,-87,400000.1150019167,21677,45740,40393,6376,0,4416,32,0.7182959,-0.95149654,0.48955923,0.0893859,790082,0.5013951
4104.592,2764.38,94.849,33283,3,3,1,1,21,55,1,-64,400000.1166686111,62804,18266,58347,53649,0,4480,32,5.543488,-0.51863605,-0.3329991,-0.51704127,815663,0.14206263
4104.651,2764.578,94.985,40616,1,2,1,0,24,155,14,-20,400000.1183353056,8438,64127,23828,6862,0,4544,32,0.109529614,-0.48494154,-0.45207518,0.7808513,974548,0.12390079
4104.743,2764.708,95.043,60278,1,3,1,1,19,178,73,-40,400000.120002,54624,39522,40518,22285,0,4608,32,2.473194,-0.8777832,-0.78067183,-0.382137,709451,0.3641667
4104.837,2764.888,95.115,15079,1,3,0,0,0,249,74,-63,400000.1216686945,60978,32588,35874,33637,0,4672,32,8.633342,-0.90362203,-0.9860235,0.4551738,380867,0.93955326
4104.986,2765.033,95.25,32495,3,2,0,1,13,16,53,-47,400000.1233353889,5177,28467,10433,44139,0,4736,32,1.4230834,0.31545183,0.668057,-0.6944032,583300,0.97856253
4105.12,2765.15,95.427,28942,1,2,0,1,28,251,58,52,400000.12500208337,26372,45523,64704,8356,0,4800,32,7.7922106,0.352916,-0.45187896,-0.51788145,410602,0.20652507
4105.287,2765.328,95.574,24231,2,2,1,0,0,44,67,-17,400000.12666877784,1499,61073,41354,14533,0,4864,32,8.603167,-0.9874497,0.6983662,-0.2317382,388066,0.050001733
4105.437,2765.4320000000002,95.699,46782,1,2,0,1,9,95,22,-22,400000.12833547225,53281,33647,53202,19796,0,4928,32,6.4348865,-0.9184515,0.95064026,0.46295103,481420,0.13060674
4105.548,2765.597,95.886,15700,3,2,1,0,14,246,72,75,400000.1300021667,34345,28539,7763,64720,0,4992,32,9.977254,-0.21638091,0.7203484,0.8506215,828323,0.050975535
4105.72,2765.715,95.944,7131,2,2,0,0,8,27,53,-56,400000.13166886114,16232,17805,46626,61981,0,5056,32,2.1675375,0.01562978,-0.15851614,-0.9437101,372606,0.4654041
4105.795,2765.9,96.015,54083,2,2,1,1,27,226,42,-76,400000.1333355556,38457,10751,59114,21748,0,5120,32,2.839715,0.096577145,-0.034999367,-0.08311556,908906,0.37958723
4105.849,2766.025,96.10000000000001,38067,3,1,0,0,14,113,82,24,400000.13500225,43163,62713,43544,30255,0,5184,32,1.6246742,-0.2724567,-0.44026655,0.3607157,534795,0.8911052
4105.912,2766.1240000000003,96.151,10240,2,2,1,1,25,26,26,-32,400000.1366689445,40316,16250,38539,2189,0,5248,32,2.5667434,0.957074,0.9100905,0.5610195,877767,0.30972627
4106.07,2766.283,96.268,49469,2,3,1,1,23,3,21,89,400000.1383356389,36435,64866,18084,28403,0,5312,32,2.6207645,0.72884935,0.52236074,0.21620081,238939,0.23770164
4106.1900000000005,2766.462,96.377,12466,2,1,1,0,12,233,9,-50,400000.1400023334,46213,29106,20858,42500,0,5376,32,6.023506,-0.40396276,-0.7629363,0.9063935,837109,0.119175464
4106.264,2766.64,96.44800000000001,55702,1,2,0,0,29,208,52,-66,400000.1416690278,35990,46748,59809,57847,0,5440,32,6.220596,-0.51796514,-0.642322,-0.1165026,353870,0.7596896
4106.389,2766.761,96.506,44770,2,3,0,0,9,253,10,56,400000.14333572227,50780,12296,44554,5081,0,5504,32,7.0044484,0.018072212,0.44612372,-0.4677961,973673,0.7354239
4106.462,2766.877,96.568,14762,2,1,0,0,5,124,84,48,400000.1450024167,43086,9483,45486,20277,0,5568,32,6.567728,0.53626174,0.51473784,-0.9954022,566151,0.40777665
4106.616,2766.9500000000003,96.686,14144,1,2,0,1,5,108,62,-90,400000.14666911116,49422,30814,38771,4976,0,5632,32,4.809234,0.124742515,0.3485335,0.2635285,189386,0.14633337
4106.733,2767.006,96.84400000000001,44346,1,2,0,0,21,41,63,-1,400000.14833580557,19555,47708,21257,9009,0,5696,32,8.216431,0.8216932,-0.28540036,-0.89630747,465862,0.2991853
4106.84,2767.195,96.916,49787,2,2,0,1,30,188,83,88,400000.15000250004,50293,58377,30482,23796,0,5760,32,2.7287655,-0.69095343,0.20855942,-0.25143448,202178,0.15880443
4106.936,2767.3540000000003,97.077,3814,1,1,0,0,31,36,21,21,400000.1516691945,17621,28920,39000,57476,0,5824,32,1.9094007,0.04384112,-0.49588197,-0.21243525,754010,0.3512002
4107.08,2767.491,97.152,51213,2,1,1,1,19,88,9,69,400000.1533358889,35563,43995,52253,62171,0,5888,32,7.2358675,0.0168686,-0.42973995,0.225503,236130,0.6755826
4107.185,2767.628,97.289,19645,2,3,0,1,19,75,65,-69,400000.1550025834,42853,37196,3245,3135,0,5952,32,6.165005,0.28526318,0.5843079,-0.21553528,857014,0.25968808
4107.2480000000005,2767.6820000000002,97.387,16558,1,1,0,1,20,53,50,-56,400000.1566692778,7850,35511,37687,41586,0,6016,32,8.161494,-0.29301643,-0.45681402,-0.9508651,290586,0.49585766
4107.3150000000005,2767.8,97.45400000000001,29010,3,2,0,1,1,51,73,39,400000.1583359723,20504,47426,10195,61395,0,6080,32,2.9482434,0.3265255,-0.5456897,0.23786886,643122,0.7948299
4107.51,2767.9880000000003,97.616,54347,3,1,0,1,3,221,31,-89,400000.1600026667,54951,13873,40002,42063,0,6144,32,5.7395024,0.19874367,0.6783057,-0.6300533,172233,0.69942605
4107.696,2768.107,97.74000000000001,38962,3,1,1,1,27,100,49,-26,400000.1616693612,46205,31580,6169,27921,0,6208,32,7.4388833,0.9314979,-0.98904383,0.43371555,331966,0.70421916
4107.851,2768.244,97.86200000000001,32704,2,1,1,0,14,28,66,40,400000.1633360556,431,64290,49207,55066,0,6272,32,2.448737,-0.1831914,0.6713222,-0.8045393,615079,0.03851348
4107.941,2768.351,97.983,20340,2,1,0,1,22,133,16,-56,400000.16500275006,32213,57787,814,41235,0,6336,32,9.297197,-0.078122176,0.9468812,-0.47843468,359918,0.32804224
4108.136,2768.417,98.069,7865,1,1,1,1,31,109,30,-59,400000.1666694445,38217,50656,49912,21901,0,6400,32,0.63859934,-0.020635433,-0.6721566,-0.015781838,677349,0.08073955
4108.303,2768.515,98.175,49266,1,1,1,1,14,190,14,-65,400000.16833613894,56427,207,52077,39954,0,6464,32,7.611268,0.5469268,-0.81782055,0.8967456,599632,0.95762384
4108.46,2768.578,98.31400000000001,48947,1,1,0,1,21,17,81,27,400000.17000283336,24282,7936,45262,3605,0,6528,32,3.1915238,0.50673306,0.8040527,-0.70964396,759671,0.014817357
4108.578,2768.715,98.36500000000001,9875,3,1,1,1,22,208,48,6,400000.17166952783,54999,10294,60487,57870,0,6592,32,3.2154102,0.4933763,-0.35803944,-0.11881607,707619,0.45526108
4108.669,2768.9120000000003,98.56400000000001,5593,2,1,1,1,9,20,60,61,400000.17333622224,45081,1533,63266,21658,0,6656,32,6.456973,-0.4112437,-0.9748696,-0.28818727,764883,0.0028430796
4108.733,2769.016,98.628,58626,2,2,1,0,17,209,72,46,400000.1750029167,35509,15157,10789,6765,0,6720,32,4.6329417,-0.8685219,0.24038339,0.28833783,841425,0.28415227
4108.919,2769.195,98.818,14255,1,2,0,1,7,153,85,86,400000.1766696112,24280,34525,47284,45544,0,6784,32,2.1801386,0.6195529,0.4486721,0.7470473,921244,0.73654443
4109.037,2769.252,99.015,16415,1,3,1,0,16,77,84,44,400000.1783363056,643,7248,15914,13767,0,6848,32,9.170315,-0.13041176,0.5499516,0.72827244,754471,0.9279183
4109.117,2769.377,99.211,21905,1,1,0,1,31,180,50,16,400000.1800030001,65422,23887,54664,6131,0,6912,32,1.1722863,-0.2225693,-0.5491331,0.353815,985236,0.57478046
4109.213,2769.526,99.397,33504,1,1,1,1,25,188,41,-86,400000.1816696945,11396,25435,30382,6005,0,6976,32,1.3526986,0.30367488,-0.37027428,-0.81639475,721292,0.8447624
4109.35,2769.623,99.542,39594,1,1,0,0,2,154,35,14,400000.18333638896,22536,42993,61623,4191,0,7040,32,7.5398993,0.5958545,-0.51631594,0.9115977,838059,0.94045436
4109.427,2769.688,99.634,25788,2,1,0,0,30,246,62,-14,400000.1850030834,15715,3559,31723,40952,0,7104,32,4.364133,0.50125015,-0.725145,0.74897826,463468,0.43639162
4109.6050000000005,2769.771,99.74000000000001,21980,2,1,1,0,18,184,92,58,400000.18666977785,3523,22416,56412,49936,0,7168,32,9.851898,-0.15892853,-0.96237147,-0.5554492,637649,0.9020386
4109.769,2769.831,99.917,52532,3,2,0,0,19,104,69,84,400000.18833647226,33298,43363,58006,44064,0,7232,32,9.6394,0.9408109,0.55267864,-0.1271868,413360,0.5261446
4109.927,2770.015,99.998,29865,2,1,1,0,13,26,42,35,400000.19000316673,40246,9534,34836,26636,0,7296,32,7.4109073,-0.3038393,0.41184077,0.1667528,566617,0.26650035
4110.042,2770.065,100.063,32287,1,2,0,1,1,224,44,31,400000.19166986115,5004,22265,25130,41020,0,7360,32,4.8567624,0.8317656,-0.37163264,0.98755914,720231,0.74164873
4110.186,2770.126,100.134,13431,2,3,0,1,12,22,20,75,400000.1933365556,2241,52550,28997,29464,0,7424,32,1.8481275,0.7381154,-0.31700587,0.57862514,429559,0.64906204
4110.323,2770.295,100.321,32536,2,1,0,1,25,181,57,15,400000.19500325003,46561,31795,54845,26069,0,7488,32,8.127901,0.37472823,-0.25688758,-0.9976295,594195,0.85054946
4110.4710000000005,2770.39,100.44200000000001,50056,3,3,0,0,23,216,94,13,400000.1966699445,17982,40806,29710,16578,0,7552,32,8.787021,-0.93813354,-0.62460583,0.65018773,605215,0.29277107
4110.533,2770.495,100.631,22183,2,2,1,1,6,157,15,64,400000.1983366389,8058,10279,33213,21983,0,7616,32,0.7116801,0.65445244,-0.80911714,0.23224844,968387,0.49341524
4110.646,2770.591,100.77,23269,1,1,1,1,18,189,80,65,400000.2000033334,34579,22064,14837,35451,0,7680,32,2.1490958,0.3344893,-0.87846977,0.1365113,379247,0.5109365
4110.702,2770.774,100.885,8178,2,3,1,1,24,85,48,-64,400000.20167002786,17938,5703,56195,12904,0,7744,32,9.376691,0.73438907,0.5143299,0.5780645,899798,0.83405435
4110.826,2770.964,100.97500000000001,43407,3,2,1,0,30,85,28,-58,400000.2033367223,38015,45068,18504,15964,0,7808,32,9.402947,-0.7031702,0.8734323,0.8672255,413567,0.21094145
4110.926,2771.1530000000002,101.07600000000001,15528,2,1,0,0,22,20,52,25,400000.20500341675,6124,38846,53681,39761,0,7872,32,7.7501054,-0.112798415,-0.7538609,-0.3734026,463094,0.5903301
4110.997,2771.2490000000003,101.176,9344,2,2,1,0,14,216,96,-74,400000.20667011116,49734,61655,31262,55342,0,7936,32,0.41837156,0.70441985,0.54578376,0.75686973,456930,0.95080715
4111.063,2771.329,101.268,50804,2,1,1,0,21,178,42,-80,400000.20833680563,16558,9556,27371,13928,0,8000,32,5.7521086,-0.030481532,0.35868806,0.12125534,658499,0.46471497
4111.201,2771.503,101.34100000000001,24305,3,2,0,1,21,12,38,17,400000.21000350005,32345,36410,58649,38101,0,8064,32,2.91163,0.6011241,-0.5589139,0.9809895,736911,0.24225135
4111.277,2771.681,101.415,34123,1,2,1,0,2,205,62,6,400000.2116701945,17090,2855,18244,2750,0,8128,32,1.0352874,-0.8233547,-0.5081695,-0.84357285,197434,0.549734
4111.465,2771.784,101.546,18483,1,2,1,0,11,194,46,-61,400000.21333688893,51959,1928,16959,40451,0,8192,32,6.995717,0.2011874,0.02168441,0.17599866,746766,0.086629555
4111.603,2771.92,101.70100000000001,20438,1,1,1,1,10,88,84,70,400000.2150035834,36063,21752,31799,41317,0,8256,32,7.968667,0.28845498,-0.29386187,-0.45190716,712833,0.64354795
4111.705,2772.029,101.754,38284,1,2,0,0,28,3,33,48,400000.2166702778,28843,56427,41320,55688,0,8320,32,6.9919095,-0.8225428,-0.3240219,0.37682325,836084,0.18142049
4111.843,2772.081,101.858,51274,2,1,0,0,13,66,82,-29,400000.2183369723,14137,51606,45307,32893,0,8384,32,6.072684,-0.6108177,0.044303916,0.46605223,571070,0.6711952
4111.897,2772.193,101.95100000000001,34513,1,3,0,0,16,104,15,-21,400000.2200036667,21473,8836,64469,51622,0,8448,32,5.665373,-0.33570516,0.6488629,-0.3981862,853023,0.09900451
4112.09,2772.377,102.089,17227,1,3,0,0,11,53,45,-14,400000.2216703612,28022,30745,58904,64133,0,8512,32,3.942512,-0.3382651,-0.9240875,-0.41234365,742752,0.16062182
4112.213,2772.556,102.242,47055,3,3,0,0,1,245,68,-76,400000.2233370556,59802,35944,59552,53980,0,8576,32,3.0265536,0.8991038,-0.24563377,-0.9461615,143056,0.115769155
4112.38,2772.621,102.401,8620,1,1,0,0,15,69,9,-60,400000.22500375006,64384,54640,19721,36792,0,8640,32,1.1178639,0.14982131,0.17575407,-0.9752214,730944,0.9829669
4112.443,2772.717,102.534,52204,2,2,0,1,15,18,95,-35,400000.22667044454,57563,16824,52446,33310,0,8704,32,6.7711535,-0.27077267,-0.7346754,0.15616778,192149,0.59336734
4112.566,2772.779,102.631,17239,1,2,0,1,31,251,41,0,400000.22833713895,62745,30809,39543,58612,0,8768,32,8.298355,-0.55409575,0.11021393,-0.7310429,467597,0.8622869
4112.689,2772.873,102.822,27560,2,3,0,1,8,134,24,-81,400000.2300038334,5581,6246,2378,27289,0,8832,32,3.9712164,-0.5140469,-0.52645683,-0.33657575,274617,0.94680697
4112.88,2772.968,102.916,8106,3,1,0,0,6,198,32,59,400000.23167052784,54790,1421,46857,54747,0,8896,32,8.383085,0.85560143,-0.94921404,0.12051636,989519,0.9883814
4113.0160000000005,2773.026,103.032,21859,3,2,1,0,21,144,58,61,400000.2333372223,32668,15832,18943,39201,0,8960,32,1.8312259,0.268607,-0.60980177,-0.4207996,364350,0.49239975
4113.137,2773.21,103.18,38158,3,3,1,0,6,162,71,2,400000.2350039167,23845,27248,15633,11698,0,9024,32,4.6370015,0.47106397,-0.6728719,0.06339262,640631,0.78042626
4113.227,2773.386,103.32600000000001,52777,1,3,1,1,30,76,41,-90,400000.2366706112,62923,25378,46355,31581,0,9088,32,4.446213,-0.31516504,-0.60999745,0.28530094,724366,0.23914364
